instance,budget,policy,mean_gap,oracle_gap,regret,winner
drayage-25-23,60,hybrid_best_bound_depth,0.040202619284455336,0.027467966459923568,0.012734652824531768,safeguarded_hybrid
drayage-25-23,60,greedy_score,0.040938042848977264,0.027467966459923568,0.013470076389053696,safeguarded_hybrid
drayage-25-23,60,random_uniform,0.035269609617595406,0.027467966459923568,0.007801643157671838,safeguarded_hybrid
drayage-25-23,60,best_estimate,0.03702706605286295,0.027467966459923568,0.00955909959293938,safeguarded_hybrid
drayage-25-23,60,boltzmann_adaptive,0.0486810151006204,0.027467966459923568,0.021213048640696834,safeguarded_hybrid
drayage-25-23,60,safeguarded_hybrid,0.027467966459923568,0.027467966459923568,0.0,safeguarded_hybrid
drayage-25-23,60,budgeted_portfolio,0.0486810151006204,0.027467966459923568,0.021213048640696834,safeguarded_hybrid
drayage-25-23,60,instance_aware_portfolio,0.0486810151006204,0.027467966459923568,0.021213048640696834,safeguarded_hybrid
drayage-25-23,60,multi_feature_portfolio,0.0486810151006204,0.027467966459923568,0.021213048640696834,safeguarded_hybrid
drayage-25-23,60,learned_portfolio,0.027467966459923568,0.027467966459923568,0.0,safeguarded_hybrid
drayage-25-23,300,best_bound,0.03457508619984247,0.025331372057552037,0.00924371414229043,safeguarded_hybrid
drayage-25-23,300,depth_first,0.052399606502541905,0.025331372057552037,0.027068234444989868,safeguarded_hybrid
drayage-25-23,300,hybrid_best_bound_depth,0.03187938207374003,0.025331372057552037,0.006548010016187995,safeguarded_hybrid
drayage-25-23,300,greedy_score,0.04226502243825173,0.025331372057552037,0.016933650380699695,safeguarded_hybrid
drayage-25-23,300,random_uniform,0.03796531374369779,0.025331372057552037,0.012633941686145754,safeguarded_hybrid
drayage-25-23,300,best_estimate,0.030722780309756854,0.025331372057552037,0.005391408252204816,safeguarded_hybrid
drayage-25-23,300,boltzmann_adaptive,0.028721599601407553,0.025331372057552037,0.0033902275438555153,safeguarded_hybrid
drayage-25-23,300,safeguarded_hybrid,0.025331372057552037,0.025331372057552037,0.0,safeguarded_hybrid
drayage-25-23,300,budgeted_portfolio,0.030722780309756854,0.025331372057552037,0.005391408252204816,safeguarded_hybrid
drayage-25-23,300,instance_aware_portfolio,0.030722780309756854,0.025331372057552037,0.005391408252204816,safeguarded_hybrid
drayage-25-23,300,multi_feature_portfolio,0.030722780309756854,0.025331372057552037,0.005391408252204816,safeguarded_hybrid
drayage-25-23,300,learned_portfolio,0.027467966459923516,0.025331372057552037,0.0021365944023714785,safeguarded_hybrid
drayage-25-23,900,best_bound,0.03187938207374003,0.027467966459923568,0.004411415613816465,learned_portfolio
drayage-25-23,900,depth_first,0.052399606502541905,0.027467966459923568,0.024931640042618337,learned_portfolio
drayage-25-23,900,hybrid_best_bound_depth,0.03187938207374003,0.027467966459923568,0.004411415613816465,learned_portfolio
